char,sim
𣲹,"['渖', '𤝫', '浊', '洩', '净', '淖', '沸', '㳌', '漧', '抩', '溿', '浄', '𣼷', '淨', '𣹙', '淹', '沾', '浦', '聃', '陗']"
𣳇,"['𨑴', '泫', '汯', '迲', '浤', '迕', '𨑤', '迭', '法', '逺', '连', '陆', '该', '𨔊', '涟', '诖', '滢', '淽', '浅', '沽']"
𣳔,"['𠖿', '㳉', '𣷠', '凋', '潤', '湡', '𣼶', '澗', '𣾺', '澠', '浿', '𣼽', '𤂷', '沮', '潣', '淍', '洱', '渦', '泊', '濶']"
𣳡,"['㳄', '𣴛', '次', '减', '沒', '波', '汣', '泧', '𣵶', '汝', '𣷯', '𤇦', '𤇳', '泼', '淢', '泈', '诙', '洑', '汹', '没']"
𣳢,"['外', '𢗇', '泑', '恌', '汾', '佻', '泌', '迯', '𢟘', '𡮜', '𢪗', '汐', '汰', '𣳡', '𢗽', '𣷯', '汹', '㳄', '𣾾', '挑']"
𣳪,"['𣷱', '洩', '淩', '波', '淢', '渎', '泱', '潰', '潢', '淒', '减', '減', '浃', '溲', '泼', '淁', '凄', '𣥱', '漠', '渋']"
𣳮,"['浥', '淐', '湡', '渦', '混', '沼', '泊', '泪', '淊', '汩', '涸', '𣶈', '涓', '洎', '𣼶', '濶', '漝', '沿', '㳪', '汨']"
𣴓,"['𣵲', '汼', '泮', '伴', '𢯝', '冸', '忤', '怑', '绯', '滸', '浒', '坢', '件', '𦁂', '汻', '𢭬', '洊', '𥾿', '舛', '浙']"
𣴙,"['迻', '𡥥', '泛', '泠', '泈', '浚', '该', '滲', '混', '淙', '涉', '汔', '淁', '𣽊', '湪', '𣹞', '渗', '渉', '𠖯', '涔']"
𣴚,"['恊', '涕', '澇', '濒', '滯', '渤', '湔', '沥', '溺', '涝', '𣹙', '洃', '𣺾', '滋', '㴷', '泲', '𣾺', '浹', '淤', '潀']"
𣴛,"['減', '𣳡', '浹', '波', '减', '汍', '汲', '淢', '洃', '汝', '沷', '滋', '浓', '诙', '𣷯', '泼', '浌', '涰', '泧', '㳄']"
𣴜,"['汑', '㳝', '氿', '漇', '泷', '汎', '漎', '𣷯', '浙', '𢫅', '浒', '汙', '𤃧', '洢', '洊', '汍', '湉', '沂', '逊', '涯']"
𣵮,"['洘', '涝', '淇', '涒', '㴷', '洡', '瀸', '決', '渎', '湙', '浡', '𣼳', '𤃧', '湛', '漷', '潮', '涕', '潗', '洪', '澆']"
𣵯,"['潁', '咏', '泵', '漿', '泉', '淼', '踏', '沓', '𠱈', '架', '𥺔', '㗚', '渠', '咴', '焁', '怺', '嗓', '澩', '𠹱', '㘇']"
𣵰,"['洛', '溚', '𣹓', '𣽊', '溶', '落', '沿', '㳪', '沼', '浩', '沽', '悋', '洺', '澄', '淊', '淳', '𣻃', '済', '浯', '滘']"
𣵲,"['𣴓', '泮', '𢯝', '伴', '𦁂', '滸', '汼', '冸', '洊', '𣹘', '㳝', '𡖱', '坢', '𢭬', '𣹙', '溿', '绯', '郛', '淨', '澁']"
𣵴,"['汵', '泠', '涔', '冷', '𣇝', '怜', '湡', '忴', '𣱽', '渦', '邻', '彾', '泊', '𣼱', '泓', '𡂱', '潤', '迯', '𫅤', '𣼶']"
𣵵,"['没', '泼', '湲', '沒', '波', '浚', '沷', '浽', '莈', '滋', '淁', '谖', '减', '浹', '㳄', '汲', '淢', '洨', '減', '𣼺']"
𣵶,"['㳄', '𣳡', '炊', '次', '坎', '汣', '𤇳', '饮', '沒', '减', '忺', '焮', '汏', '𤇦', '砍', '淢', '波', '泼', '浹', '𢚲']"
𣶈,"['淍', '渦', '潤', '润', '洄', '涸', '泅', '凋', '濶', '混', '汩', '泊', '湡', '𣼶', '泪', '汨', '沮', '泹', '澠', '𣳮']"
𣷠,"['𣼽', '湖', '𠖿', '𣳔', '㳉', '淜', '溯', '湘', '𣼶', '𤃞', '浿', '𣼱', '𣼹', '𤂷', '𣾺', '澗', '測', '漰', '㴷', '潤']"
𣷭,"['𢜢', '𣷱', '減', '𣾶', '波', '𣴛', '浌', '液', '𣾸', '漇', '𤀓', '𣽗', '滌', '减', '漎', '瀓', '浙', '滋', '浹', '洃']"
𣷮,"['㳥', '涕', '澼', '溉', '㴷', '溽', '漘', '渰', '𤁓', '潺', '泝', '濟', '𣻆', '浒', '洠', '淚', '潦', '潛', '潀', '漒']"
𣷯,"['迯', '逊', '迹', '泌', '逃', '迩', '𨒒', '迎', '近', '𣳡', '沋', '诙', '𣴛', '逑', '泷', '逖', '沈', '述', '氿', '浞']"
𣷰,"['涔', '涒', '沿', '溚', '沽', '𣹓', '漴', '泊', '泸', '澊', '漝', '渋', '𣽊', '淳', '泏', '漼', '潰', '𣵰', '沼', '浮']"
𣷱,"['𣳪', '波', '減', '洩', '减', '𣥱', '𣷭', '𤂫', '𢜢', '泼', '澍', '使', '淢', '泧', '澂', '汲', '沒', '溲', '𣾶', '彼']"
𣷲,"['浙', '淅', '㴷', '沂', '澌', '泝', '𣾺', '溉', '渐', '𣼬', '溯', '𣳔', '汍', '洢', '𤂷', '濒', '洃', '澗', '𣼱', '𤁩']"
𣷳,"['洃', '波', '減', '淚', '浹', '涿', '汲', '淀', '派', '减', '泜', '漃', '沷', '𣴛', '浓', '洓', '泺', '疵', '涼', '渡']"
𣷴,"['洡', '凑', '溒', '淩', '湊', '涛', '洟', '溸', '溱', '溙', '渎', '澆', '𠖾', '菠', '沫', '溹', '湵', '浃', '涞', '洓']"
𣷷,"['洨', '淢', '澁', '迹', '没', '沒', '浽', '滋', '汲', '渋', '沷', '泱', '淁', '沽', '淫', '迯', '涇', '𤁩', '迩', '溲']"
𣸲,"['潔', '澳', '𢝛', '湨', '決', '决', '泱', '𣳪', '揳', '𤋸', '泆', '漠', '浜', '偰', '湵', '契', '浃', '湙', '洟', '淩']"
𣹓,"['溚', '渃', '浩', '渚', '菭', '𣵰', '洛', '𤀞', '洁', '沽', '𤃥', '㳻', '𣻃', '𣼯', '潴', '沿', '湝', '浯', '淊', '濬']"
𣹔,"['迥', '淍', '凋', '𣻇', '迴', '濄', '涧', '浿', '泃', '𣼽', '润', '浻', '洞', '洶', '泂', '渦', '汮', '𣳔', '𣷯', '𨖅']"
𣹕,"['津', '潷', '𢯰', '𧙻', '𣻈', '𦂻', '𤢇', '葎', '淖', '潗', '潐', '𢜝', '冿', '䋖', '淨', '𣑵', '律', '净', '𣵲', '𣼷']"
𣹖,"['㴷', '溉', '𣿃', '瀕', '濒', '𣼽', '𣼱', '汲', '𣼹', '澦', '淚', '𣽗', '𣷠', '潛', '澼', '渥', '澒', '湶', '潤', '𤂷']"
𣹗,"['𠗰', '袗', '聄', '畛', '渗', '跈', '𤇪', '谬', '抮', '沴', '殄', '昣', '胗', '珍', '诊', '𡪇', '滲', '眕', '恀', '钐']"
𣹘,"['洊', '𢱜', '𣻃', '漪', '惓', '邿', '𠸤', '将', '𣵲', '𣾶', '悖', '𣹙', '恃', '𠉝', '𧛶', '𦃀', '𢯜', '𣺺', '待', '湉']"
𣹙,"['湔', '郁', '𣼱', '澗', '𤂫', '滿', '潤', '潦', '澍', '漪', '𠌇', '洊', '洧', '泊', '梛', '湡', '洎', '陏', '𣿃', '𣾺']"
𣹞,"['溕', '涿', '塚', '濛', '淥', '潒', '诼', '濠', '添', '淙', '𣽗', '泬', '浓', '湪', '孫', '潦', '豩', '係', '汿', '该']"
𣹟,"['𠗸', '潰', '瀆', '濵', '滇', '㵋', '湞', '凟', '濱', '濆', '漬', '𤁩', '頑', '𤂫', '溳', '湏', '漕', '澫', '渲', '𣼸']"
𣺺,"['漇', '洊', '𢟎', '淀', '滌', '𣾶', '𣹘', '𢲛', '波', '𤀏', '𤞓', '漎', '淥', '潦', '浃', '𢯞', '𣷭', '𣷱', '𢭽', '𤃧']"
𣺻,"['溢', '溘', '谥', '湓', '溋', '滥', '濫', '谧', '濜', '隘', '温', '盜', '𥁷', '灆', '澧', '瞌', '澁', '蕪', '馌', '淟']"
𣺼,"['涚', '浣', '谠', '涗', '涼', '凉', '凂', '滾', '沆', '浼', '滰', '況', '淣', '渷', '觉', '遼', '淙', '𣽆', '漞', '涴']"
𣺽,"['澐', '溚', '潩', '泫', '𦲾', '濁', '澤', '漒', '潭', '澧', '渋', '澊', '淳', '㵋', '濖', '沽', '𣽊', '湛', '浬', '潯']"
𣺾,"['洳', '𦵙', '滋', '澍', '沛', '𤀚', '湔', '泧', '𢘾', '汝', '淢', '減', '𣷷', '𦀌', '减', '茹', '𣴚', '𣴛', '潡', '𣹙']"
𣻀,"['汭', '𢟕', '𤂷', '濒', '𠌦', '𣼱', '𤃞', '𣿃', '𣹙', '𣴚', '㴷', '𣾺', '𤀓', '滃', '溯', '湔', '𣾵', '漝', '漪', '澖']"
𣻁,"['𢟙', '𢲥', '澍', '濧', '針', '𨔿', '倒', '於', '捻', '𦆹', '𣶈', '對', '𥭎', '沒', '𢯜', '扵', '拎', '泈', '搇', '𤀔']"
𣻂,"['溚', '沿', '浙', '𣷲', '澌', '𣼬', '淅', '𡏥', '𣵰', '洛', '渐', '漝', '滯', '𣹓', '沽', '潪', '沼', '凘', '潛', '𣷰']"
𣻃,"['𣼯', '湉', '滫', '𣹓', '潃', '愘', '漪', '惓', '洊', '𣾾', '浩', '沼', '滌', '滸', '𤂫', '𤁓', '𢢂', '洛', '𣹘', '部']"
𣻄,"['涂', '滌', '滁', '潻', '涤', '馀', '徐', '滃', '漈', '除', '渰', '梌', '悇', '漆', '滚', '潦', '𤀓', '捈', '凃', '𣿇']"
𣻅,"['𡮞', '抄', '緲', '砂', '𣾾', '钞', '尠', '𡮩', '杪', '紗', '耖', '挱', '𡭱', '赻', '𥻠', '秒', '䟞', '桫', '玅', '𦕈']"
𣻆,"['淥', '孫', '𤀓', '𣽗', '潻', '涤', '湪', '滌', '𤀚', '豯', '涿', '涕', '紓', '济', '诼', '𤁓', '遜', '溉', '㳥', '潦']"
𣻇,"['浞', '𣾸', '泿', '𢟔', '𣷯', '泯', '冺', '退', '泜', '褪', '渨', '煺', '腿', '沢', '溉', '𨖅', '遯', '𣼮', '浪', '湶']"
𣻈,"['淎', '洚', '俸', '棒', '淬', '悻', '潗', '浲', '𣵲', '洠', '滓', '溄', '𣒲', '浶', '裤', '浑', '桻', '𢟓', '𣹕', '𢜗']"
𣻉,"['滯', '𤀐', '澊', '潗', '漕', '潢', '漴', '惴', '瀟', '濡', '溝', '滿', '濛', '𤂫', '潭', '潰', '渫', '澁', '濬', '淖']"
𣻕,"['𤷲', '𤎎', '𢠩', '疭', '痲', '𤀚', '𤀘', '痳', '殧', '滊', '癞', '𤻬', '溗', '疵', '𤹙', '洃', '瘶', '溛', '濊', '涿']"
𣻗,"['𨖨', '𢴐', '移', '𣴙', '熪', '𣻆', '滮', '𤀓', '涉', '𡥥', '澎', '𣽗', '淥', '溉', '涁', '𠖝', '涞', '栘', '𣾾', '袳']"
𣻽,"['漋', '渥', '漲', '𣼹', '涯', '凝', '𣹖', '潣', '溊', '浘', '滙', '洢', '湹', '濿', '漎', '𤂷', '湉', '瀍', '𣿃', '㴷']"
𣻾,"['渺', '䟞', '𣾾', '𡮩', '緲', '涉', '迯', '涅', '漒', '𤁔', '𣻅', '𣼮', '混', '𣼫', '湜', '漯', '潞', '澎', '㴷', '溉']"
𣼍,"['淪', '渝', '埨', '溣', '𢳳', '瀹', '倫', '磮', '濡', '澮', '崙', '篇', '惀', '掄', '𧹪', '𠗣', '禴', '𧛈', '惴', '渰']"
𣼩,"['陰', '隂', '廕', '隐', '𣼱', '鄧', '潟', '灣', '𣿃', '鄢', '滙', '渰', '湪', '湡', '潤', '潞', '癮', '𣾶', '除', '隙']"
𣼪,"['减', '淢', '減', '嵅', '戚', '咸', '煘', '蒇', '𥶳', '𤀔', '碱', '𡻕', '歳', '𢤝', '惐', '馂', '波', '𤀏', '馁', '歛']"
𣼫,"['浬', '漒', '澠', '涩', '浧', '𤁔', '𤁓', '𣹙', '澦', '涯', '𣿃', '涅', '㴷', '潤', '澁', '涇', '淫', '潭', '湼', '溉']"
𣼬,"['浙', '𣷲', '淅', '𣾺', '澌', '𣻆', '涕', '𣷮', '泝', '𤁩', '渐', '𤀚', '㳥', '澼', '凘', '淿', '凝', '𤁓', '溽', '淥']"
𣼭,"['𣼲', '谁', '准', '潍', '滩', '𦟿', '濰', '堆', '漇', '淮', '滙', '𠌨', '涟', '璀', '澁', '雠', '濧', '漼', '隿', '維']"
𣼮,"['𤁔', '混', '溉', '𨖅', '湜', '𤄭', '溳', '逊', '迯', '潤', '濈', '逃', '㵣', '浞', '浿', '湡', '𣾸', '𣼱', '𣷯', '凋']"
𣼯,"['𣻃', '𣹓', '洛', '潃', '漪', '𡏧', '浩', '箈', '𢢊', '𢢂', '愘', '饹', '滌', '𢙵', '菭', '𤁛', '戠', '谐', '𢞄', '鄕']"
𣼰,"['滤', '慿', '懣', '恣', '懘', '懑', '㴽', '憑', '濍', '澸', '慫', '澺', '悉', '慤', '僁', '瀺', '𤄋', '𠖤', '懲', '慂']"
𣼱,"['湡', '𣿃', '潤', '𣹙', '澗', '𣼶', '𣾺', '浿', '湄', '㳉', '混', '湘', '𤂫', '渦', '润', '㴷', '渭', '𤂷', '濶', '𣼽']"
𣼲,"['𣼭', '准', '漼', '淮', '滙', '涯', '濰', '惟', '潍', '滩', '濯', '慛', '碓', '谁', '傕', '雠', '雅', '瀣', '𠌨', '璀']"
𣼳,"['潾', '𤃧', '𤁕', '渤', '㴷', '漧', '澼', '瀸', '瀓', '渐', '滹', '汍', '澌', '濧', '𤁓', '渀', '洠', '浲', '瀐', '涝']"
𣼴,"['漸', '僌', '潄', '𣼷', '慚', '澣', '漣', '漧', '儎', '𥕌', '漱', '𤹖', '灞', '渖', '褌', '𦗝', '𣲹', '沸', '𢠤', '猙']"
𣼶,"['澗', '潤', '濶', '渦', '𣾺', '湡', '润', '㳉', '𣼱', '泪', '洱', '渭', '淍', '湄', '澖', '𤂷', '浿', '沮', '泊', '凋']"
𣼷,"['𢳝', '渤', '𤂫', '漧', '洩', '澊', '𣹙', '嘞', '澍', '淖', '溂', '濧', '潵', '漕', '𣷱', '𣻉', '𡓎', '潰', '泱', '𣳪']"
𣼸,"['㵋', '𤁩', '𣹟', '溟', '溳', '湞', '浸', '湏', '瀆', '滇', '潰', '濱', '濵', '湲', '浭', '𣼺', '𠗸', '渨', '湜', '漫']"
𣼹,"['𣼽', '潣', '𣼱', '𣾺', '湄', '𣷠', '𣳔', '浪', '𦞓', '泿', '𣿃', '浿', '潤', '澗', '測', '𠖿', '浘', '泯', '滙', '𣹙']"
𣼺,"['湲', '浚', '𢠧', '没', '沒', '淁', '浽', '涭', '溪', '𣵵', '𤎑', '𣼸', '燰', '浸', '𤁩', '𤃠', '𤅶', '泼', '泈', '减']"
𣼼,"['涷', '湅', '𤁕', '潗', '凍', '瀬', '潮', '漱', '𣾺', '瀨', '渫', '𣿃', '滹', '湶', '濻', '澽', '澜', '湈', '㴷', '𤃡']"
𣼽,"['𣷠', '𣼹', '𣾺', '潣', '浿', '澗', '𣳔', '灍', '凋', '𣼱', '𤂷', '㳉', '溯', '潤', '測', '𠖿', '灁', '𣼶', '𠓇', '湄']"
𣼾,"['泖', '聊', '𣳔', '𣼱', '𣼹', '铆', '梛', '洢', '𣷠', '𠖿', '㴷', '𣿃', '渺', '𣼽', '泇', '𤂷', '柳', '𣹙', '㳌', '測']"
𣽀,"['湶', '澟', '𤃢', '溴', '灝', '源', '溽', '滜', '淏', '漘', '凜', '濕', '洖', '潺', '滣', '濗', '㵊', '潀', '澡', '渨']"
𣽆,"['浣', '淤', '沇', '𣽗', '筑', '滱', '𣺼', '沆', '涗', '沈', '泬', '济', '潦', '泷', '迯', '玧', '𣷯', '迩', '溛', '滾']"
𣽊,"['濬', '溚', '溶', '潻', '漆', '漴', '洛', '𣵰', '淳', '滚', '漈', '滂', '淥', '淁', '滾', '潦', '湪', '淙', '濱', '洿']"
𣽗,"['𤀓', '凝', '𤁓', '溉', '潦', '𣻆', '淥', '𣾶', '诼', '汲', '洃', '𣹞', '涎', '𣴛', '波', '浹', '涿', '琬', '琢', '浞']"
𣾃,"['𨓢', '𡵉', '哓', '燢', '凴', '翘', '尧', '説', '𩂁', '秃', '冦', '完', '慀', '毙', '兠', '兑', '殼', '晓', '憢', '恱']"
𣾵,"['淹', '絶', '澄', '潦', '漒', '浼', '渰', '潞', '𤀓', '𠾼', '涣', '沲', '漧', '渣', '瀨', '淥', '𤄱', '灔', '𤃡', '凂']"
𣾶,"['𢢊', '隊', '𥖐', '𦅭', '𢵌', '𤏢', '𢵩', '𡑖', '滌', '𤀓', '漪', '𣽗', '湉', '𣷭', '淥', '𣹙', '滫', '𨅷', '𣾸', '𦂁']"
𣾸,"['浞', '泿', '𣻇', '泯', '𣼱', '浪', '湜', '𢴜', '𤀓', '𣾶', '𤀔', '滌', '𣼮', '𣷭', '湶', '冺', '混', '𣷯', '涕', '波']"
𣾹,"['逸', '浼', '谗', '凂', '悗', '𤃜', '馋', '𤟛', '滱', '魃', '瀺', '涘', '𢴜', '搀', '堍', '𣼮', '涎', '挽', '遼', '𣰏']"
𣾺,"['澗', '潤', '𣼶', '濶', '𤂷', '潣', '瀾', '澖', '湡', '𣼽', '润', '浘', '𣼱', '淍', '㳉', '潯', '凋', '灍', '渦', '濿']"
𣾻,"['潴', '渚', '𤁛', '渃', '瀦', '𣹓', '𧸓', '湝', '漝', '濐', '𤂩', '𣹙', '𣾶', '𥢳', '𣼯', '豬', '菭', '𠹲', '菬', '漪']"
𣾼,"['𢵼', '澂', '減', '减', '淢', '涎', '溦', '𣴛', '懺', '潡', '波', '瀸', '滋', '瀓', '𦅲', '漇', '𤃜', '濈', '澉', '𣽗']"
𣾽,"['𤄮', '澆', '瀸', '涒', '淨', '滍', '洘', '瀐', '𤂧', '溝', '滹', '灇', '澫', '霟', '潗', '㳥', '浡', '滗', '漾', '淃']"
𣾾,"['𣻃', '𣼱', '𣷯', '𣼯', '𤀓', '泺', '𤂫', '滫', '漪', '溉', '㴷', '𣿃', '淥', '汲', '湉', '涕', '潛', '浹', '𢴜', '𤀛']"
𣾿,"['渨', '𣼱', '隈', '𣿃', '𢣀', '漒', '湡', '濈', '隙', '濞', '溉', '湶', '愄', '𣹙', '偎', '𤁔', '淥', '溲', '鄹', '𤁓']"
𣿃,"['𣼱', '湡', '㴷', '𣹙', '潤', '溉', '𤂷', '潞', '漒', '𣼫', '𣾺', '聎', '梛', '𣹖', '漝', '𤁔', '𣼹', '𣾿', '𣼶', '潣']"
𣿅,"['湩', '漌', '灌', '谨', '漄', '滢', '馑', '漼', '滍', '𥣑', '瀖', '潼', '凗', '𨆟', '潅', '滻', '僮', '淫', '澅', '漳']"
𣿇,"['𧛋', '渰', '捻', '𣻄', '淰', '恣', '滺', '谂', '稔', '滁', '𤄋', '棯', '汾', '涂', '惗', '沇', '浚', '浼', '滃', '澰']"
𣿌,"['遏', '㵣', '渴', '週', '谒', '渇', '𨖅', '㵧', '𣜶', '過', '濄', '𣼮', '遇', '混', '𤁔', '𤄭', '偈', '溳', '湞', '凋']"
𣿗,"['瀫', '涰', '激', '潡', '澂', '潑', '瀔', '渽', '滹', '沷', '濙', '濆', '𤄮', '灇', '渋', '溦', '溰', '洖', '湪', '淡']"
𤀏,"['𢯞', '斌', '渽', '淢', '减', '波', '碔', '泼', '沷', '裁', '嵅', '減', '澍', '戠', '淀', '𡊸', '弑', '冹', '沒', '𣴛']"
𤀐,"['渧', '滿', '𣻉', '澫', '濛', '满', '𤀞', '湳', '菏', '𤀚', '満', '瀟', '漕', '漳', '濤', '偙', '霈', '潦', '滂', '滯']"
𤀒,"['𣜴', '𢷀', '惗', '𥣒', '渝', '愈', '憑', '唸', '淰', '癒', '𡀍', '渰', '瑜', '懲', '澰', '𧛋', '愡', '念', '偬', '𨮋']"
𤀓,"['淥', '𤀼', '滌', '潦', '鄹', '𣽗', '𤁓', '湪', '𤀚', '涤', '祿', '縟', '涕', '漴', '𣾶', '𤖡', '𢯜', '𣻆', '淶', '凝']"
𤀔,"['𤃠', '濈', '减', '潦', '減', '湞', '澈', '潡', '淥', '𣹙', '波', '溳', '淢', '溦', '浹', '淑', '澍', '𣾸', '潵', '鄉']"
𤀕,"['瀵', '癱', '僿', '瘗', '霟', '灢', '𤄲', '湟', '𦹻', '滢', '窪', '淫', '𤅷', '纏', '滻', '馑', '溼', '瘞', '瀣', '癕']"
𤀖,"['𢢯', '𣰏', '嵬', '嶛', '𤁔', '𥋳', '𩱻', '𢶟', '凴', '𡾵', '峣', '𣷰', '嶢', '𣼮', '巁', '峻', '巇', '赸', '峔', '𠿯']"
𤀗,"['𤂩', '𢱓', '濳', '洗', '𢝚', '沋', '㴷', '冼', '沈', '𤃧', '決', '泷', '瀩', '灒', '𤃜', '浣', '𤄮', '湙', '𤃤', '涗']"
𤀘,"['漉', '𡑵', '濊', '爌', '𢶻', '滻', '渡', '濵', '𤻻', '瘋', '殧', '𤅙', '瘐', '湳', '灡', '藱', '𤄰', '𤼕', '瀳', '瀤']"
𤀙,"['溩', '鴻', '隖', '嗚', '鸿', '鴵', '鴈', '鵲', '𨄙', '鴠', '潟', '鳼', '鶄', '溤', '鵑', '𣟭', '鹞', '鵍', '䲨', '鴨']"
𤀚,"['湳', '滿', '湔', '潦', '𤀓', '𤀐', '濟', '淥', '𤅙', '濛', '𤁓', '漪', '𤃡', '𣹙', '漴', '澍', '漘', '满', '𤂫', '灡']"
𤀛,"['淶', '洃', '𤀓', '減', '浹', '涞', '溉', '𣾾', '㴷', '𣷳', '滋', '漒', '疵', '𤁓', '漘', '𤸨', '潦', '溽', '逨', '泺']"
𤀜,"['清', '浦', '凊', '澗', '漬', '滿', '𤂫', '潰', '𣾺', '𣼶', '滽', '𣹙', '漕', '渭', '湔', '㳻', '𤅉', '消', '淆', '潤']"
𤀞,"['渚', '𤃥', '诸', '漕', '㳻', '濬', '湆', '𣹓', '漳', '𤀐', '澫', '溚', '浯', '渃', '滂', '潴', '淳', '㵧', '𦼥', '都']"
𤀼,"['𤀓', '淥', '櫞', '滌', '綠', '緣', '𢴋', '涤', '橼', '緞', '漴', '祿', '練', '練', '湶', '縟', '鄹', '潦', '澡', '線']"
𤁓,"['滛', '𤀓', '漒', '澼', '𣽗', '潛', '溉', '淫', '潦', '凝', '涯', '谮', '𤀚', '淥', '淬', '𣻃', '𣹙', '𣼫', '涒', '涕']"
𤁔,"['漒', '𣼮', '潤', '湡', '𨖅', '𣼫', '溉', '瀕', '混', '濁', '凋', '𤁩', '渦', '𤅙', '澁', '𣼱', '澠', '浊', '洩', '𤂷']"
𤁕,"['湅', '漱', '涷', '𣼼', '湈', '潾', '𣼳', '瀨', '滐', '洓', '瀬', '湥', '𤂨', '涑', '㴷', '涞', '𤀓', '澼', '湶', '𤃡']"
𤁖,"['裸', '澡', '淉', '猓', '倮', '踝', '捰', '祼', '漅', '𢸠', '馃', '襙', '湺', '𣾿', '湶', '潀', '潥', '惈', '凓', '𥌥']"
𤁘,"['漸', '淹', '冲', '渖', '𤁔', '瀜', '漧', '慚', '澣', '𦟒', '沖', '潄', '𣼴', '塊', '𦗝', '𤝫', '埯', '漒', '灞', '仲']"
𤁙,"['𤄌', '縅', '𠁝', '𦄅', '𤀏', '緘', '减', '瀲', '減', '絾', '𢷄', '𥶳', '𣼪', '濲', '波', '瑍', '𤄱', '𦈽', '竢', '缼']"
𤁛,"['潴', '渚', '漪', '𣹙', '𤀓', '𣼯', '漧', '淥', '𣾻', '𣼱', '渤', '洊', '涕', '𤂩', '𣹓', '潵', '𣾶', '潦', '𤁓', '滌']"
𤁠,"['遙', '遥', '遜', '𨘗', '𨗊', '𤁓', '逛', '滛', '迩', '澻', '遷', '淫', '逨', '滱', '逑', '逐', '澁', '逊', '遼', '𣷷']"
𤁩,"['㵋', '潰', '湞', '𤂫', '濵', '濱', '𣹟', '㵒', '瀆', '濆', '溑', '漕', '滇', '𣼸', '溳', '澗', '𣾺', '潤', '潯', '㵧']"
𤂧,"['漨', '灌', '漼', '𦹻', '涟', '𤑫', '瀣', '澾', '𦹹', '谑', '滻', '滢', '進', '璀', '涯', '𡓄', '窪', '𤄲', '瀐', '潅']"
𤂨,"['漠', '漱', '𤂫', '湈', '湅', '渫', '𣼼', '𤁕', '涷', '湥', '潗', '涕', '潆', '濗', '湶', '渡', '𣷱', '濲', '滐', '潦']"
𤂩,"['潴', '𤀗', '濳', '𤁛', '渃', '渚', '漪', '𤃧', '潜', '𣹓', '𣾻', '㴷', '𢱓', '渤', '決', '涕', '潵', '洙', '浩', '沈']"
𤂪,"['漘', '𤅉', '㵊', '灦', '潺', '灝', '灟', '湏', '溽', '𣽀', '濃', '𤃝', '濔', '𣹟', '𤁩', '潀', '𣼸', '𤃢', '源', '漏']"
𤂫,"['潰', '𤁩', '漕', '湞', '漬', '𣹟', '濵', '憤', '潦', '滇', '㵋', '憭', '𣹙', '㵒', '洩', '瀆', '澗', '惊', '濬', '洎']"
𤂬,"['㳪', '潛', '𣵰', '𠐞', '𤁓', '活', '沰', '沼', '溚', '浯', '滛', '溶', '洛', '濟', '漝', '𣽊', '澄', '渣', '淊', '谮']"
𤂭,"['酒', '洒', '湭', '逎', '𤄍', '𢱛', '酗', '湎', '迺', '𥆺', '醚', '湮', '酯', '𨠉', '酌', '酺', '酩', '𨡈', '酿', '洦']"
𤂱,"['潻', '漆', '𦴶', '漈', '添', '深', '涤', '𠠍', '涂', '黎', '滚', '𣻆', '𣻄', '𤀓', '粢', '遴', '瓈', '潦', '渘', '𤀚']"
𤂷,"['𣾺', '潤', '潣', '灍', '澗', '𣼶', '澖', '瀾', '灁', '渦', '濶', '灛', '湡', '𣳔', '𣼱', '凋', '𣼽', '𣿃', '淍', '𣶈']"
𤃛,"['溧', '漂', '滔', '泗', '洅', '沔', '涵', '瀕', '湏', '濟', '湮', '酿', '𤄍', '澦', '瀰', '浯', '澑', '㵢', '凓', '溉']"
𤃜,"['𤃤', '遼', '𤄮', '潦', '逨', '遴', '逮', '澾', '潑', '滤', '遶', '滱', '𣾼', '濲', '𣷯', '涎', '𤃧', '叇', '瀫', '漱']"
𤃝,"['漘', '潳', '滣', '溽', '潛', '潺', '浘', '𤀚', '㵧', '湄', '㵊', '溏', '濐', '濿', '𤁩', '涺', '𤅙', '漝', '混', '凋']"
𤃞,"['湘', '𣷠', '𤂷', '㴷', '溯', '湐', '湖', '濉', '㴥', '漝', '𣹙', '𣿃', '𣼱', '潮', '𣼶', '潤', '澗', '𣾺', '滿', '𠖿']"
𤃟,"['滻', '涯', '𤂧', '溠', '𦹻', '灌', '潅', '滢', '𣿅', '淫', '湩', '涅', '瀣', '璀', '霪', '瀅', '僿', '溼', '谨', '淕']"
𤃠,"['𤀔', '潦', '瀲', '浚', '湞', '淥', '瀸', '减', '𣼺', '𤁩', '濺', '濈', '湲', '沒', '𤅙', '減', '波', '浽', '溦', '㵊']"
𤃡,"['潗', '𤀚', '𤀓', '瀨', '𣾺', '淥', '潦', '灦', '瀕', '渫', '潀', '𤁓', '漴', '𤁩', '灝', '涕', '澦', '濃', '澟', '㵊']"
𤃢,"['澟', '凜', '𤒢', '𡓔', '癛', '渡', '𣽀', '滻', '凛', '漴', '溽', '漘', '癝', '澡', '濵', '澽', '潆', '𤢤', '霟', '濗']"
𤃤,"['遶', '澾', '𤃜', '𤄮', '繞', '叇', '澆', '𣩦', '㚁', '𠨪', '逮', '蹺', '𤃧', '𦈂', '違', '趬', '涟', '憢', '漨', '渡']"
